Time, Fraction, Decimal ID, Hexadecimal ID, Power
44863.6073727,  0.32381, 35587,  8B03,    45
44863.6138079,  0.17306, 60537,  EC79,     6
44863.8520486,  0.79463, 49921,  C301,     7
44864.0597338,  0.82099, 62357,  F395,   113
44864.2024537,  0.43812, 14732,  398C,     8
44864.3256366,  0.22661, 35587,  8B03,    47
44864.6662616,  0.93954, 25822,  64DE,     8
44864.6689005,  0.47025, 25822,  64DE,     7
44864.8242014,  0.10219, 60537,  EC79,    47
44864.8696875,  0.11282,  2269,   8DD,     7
44865.3475694,  0.06773,  4735,  127F,     6
44865.4886227,  0.16013, 62357,  F395,     9
44865.4895602,  0.84959, 62357,  F395,    10
44865.5160532,  0.34358, 62357,  F395,    53
44865.5165278,  0.21811, 62357,  F395,    24
44865.5181829,  0.27861, 62357,  F395,    20
44865.5200694,  0.77764, 62357,  F395,    20
44865.5233796,  0.88170, 62357,  F395,    24
44865.5245718,  0.06953, 62357,  F395,    44
44865.5252778,  0.38587, 62357,  F395,    61
44865.5267014,  0.00348, 62357,  F395,    47
44865.5278819,  0.18173, 62357,  F395,    17
44865.5283565,  0.04903, 62357,  F395,    15
44865.5285880,  0.48379, 62357,  F395,    30
44865.5290625,  0.35035, 62357,  F395,    55
44865.5292940,  0.78352, 62357,  F395,    15
44865.5297685,  0.64723, 62357,  F395,     9
44865.5304745,  0.94422, 62357,  F395,    52
44865.5309491,  0.80879, 62357,  F395,    40
44865.5311921,  0.24120, 62357,  F395,    14
44865.5339699,  0.86092, 25822,  64DE,     7
44865.5524074,  0.13039, 25822,  64DE,     6
44865.5526389,  0.81292, 25822,  64DE,    47
44865.6971412,  0.19730, 25822,  64DE,    14
44865.6973727,  0.87081, 25822,  64DE,     5
44865.8196875,  0.95692, 30687,  77DF,    19
44865.8423264,  0.29450, 63925,  F9B5,    46
44866.0157870,  0.41464, 62357,  F395,     7
44866.0162616,  0.23553, 62357,  F395,     6
44866.0320833,  0.67036, 62357,  F395,     7
44866.0327894,  0.89913, 62357,  F395,     7
44866.0615972,  0.15929, 62357,  F395,    47
44866.0844907,  0.82555, 62357,  F395,    41
44866.1151736,  0.85526, 62357,  F395,    47
44866.1154167,  0.24878, 62357,  F395,     8
44866.1158912,  0.04265, 62357,  F395,    46
44866.1161227,  0.43999, 62357,  F395,    45
44866.1163542,  0.83985, 62357,  F395,     7
44866.1165972,  0.23707, 62357,  F395,     7
44866.1168287,  0.63554, 62357,  F395,    45
44866.1380787,  0.72832, 62357,  F395,     6
44866.1409144,  0.53995, 62357,  F395,    46
44866.1418634,  0.10150, 62357,  F395,     6
44866.1472917,  0.25377, 62357,  F395,     5
44866.1475231,  0.65671, 62357,  F395,     2
44866.1501273,  0.07327, 62357,  F395,     6
44866.1515394,  0.47491, 62357,  F395,     3
44866.1520139,  0.27060, 62357,  F395,    43
44866.1529514,  0.86385, 62357,  F395,    46
44866.1539005,  0.45331, 62357,  F395,    42
44866.1550810,  0.44092, 62357,  F395,     4
44866.1668866,  0.54441, 62357,  F395,   225
44866.1727894,  0.63129, 62357,  F395,    46
44866.1763310,  0.64348, 62357,  F395,    46
44866.1775116,  0.67324, 62357,  F395,     6
44866.1798727,  0.74476, 62357,  F395,    49
44866.1803472,  0.55636, 62357,  F395,    45
44866.1815278,  0.57326, 62357,  F395,    37
44866.1879051,  0.43653, 62357,  F395,    58
44866.1888542,  0.04618, 62357,  F395,    29
44866.2550116,  0.74447, 49453,  C12D,    47
44866.3974074,  0.85012, 17543,  4487,    43
44866.5571759,  0.02508,   586,   24A,    24
44866.5656366,  0.67396, 25822,  64DE,     5
44866.5663542,  0.64497, 25822,  64DE,    43
44866.5835764,  0.20400, 25822,  64DE,    37
44866.5964931,  0.02338, 25822,  64DE,    46
44866.6029398,  0.03547, 49921,  C301,     5
44866.6485301,  0.30098, 25822,  64DE,    42
44866.6497222,  0.41208, 25822,  64DE,    18
44866.6609491,  0.15007, 62357,  F395,     4
44866.6885417,  0.28987, 62357,  F395,     2
44866.6944329,  0.13241, 62357,  F395,   212
44866.6946644,  0.48345, 62357,  F395,   281
44866.6946644,  0.48408, 62357,  F395,   269
44866.6951389,  0.19373, 62357,  F395,    96
44866.6953704,  0.54844, 62357,  F395,    97
44866.6956019,  0.90671, 62357,  F395,    69
44866.6958449,  0.26870, 62357,  F395,    57
44866.6960764,  0.63263, 62357,  F395,    51
44866.6963079,  0.99669, 62357,  F395,    53
44866.6965509,  0.36206, 62357,  F395,    67
44866.6970255,  0.08880, 62357,  F395,    59
44866.6972569,  0.45192, 62357,  F395,    56
44866.6974884,  0.81376, 62357,  F395,    45
44866.6981944,  0.90287, 62357,  F395,    43
44866.6986690,  0.63232, 62357,  F395,   116
44866.6991435,  0.36564, 62357,  F395,    61
44866.6993750,  0.73411, 62357,  F395,    88
44866.6996181,  0.10277, 62357,  F395,   127
44866.6998495,  0.47181, 62357,  F395,   144
44866.7000810,  0.84355, 62357,  F395,   172
44866.7005556,  0.59049, 62357,  F395,   107
44866.7010301,  0.34404, 62357,  F395,    44
44866.7015046,  0.09811, 62357,  F395,     6
44866.7199074,  0.89870, 62357,  F395,     4
44866.7239236,  0.70775, 62357,  F395,    47
44866.7258102,  0.94122, 62357,  F395,    47
44866.7364352,  0.66287, 62357,  F395,    43
44866.7409259,  0.13893, 62357,  F395,     4
44866.7421065,  0.09257, 62357,  F395,     4
44866.7430440,  0.65176, 62357,  F395,     8
