Time, Fraction, Decimal ID, Hexadecimal ID, Power
44864.5238773,  0.07202, 29365,  72B5,     4
44864.6897917,  0.36888, 15992,  3E78,     6
44864.6909838,  0.04771, 15992,  3E78,     5
44864.6959722,  0.35669, 15992,  3E78,     8
44864.7159375,  0.03886, 15992,  3E78,     4
44864.7305903,  0.20837, 55827,  DA13,     5
44864.7308218,  0.72513, 55827,  DA13,    42
44864.7310648,  0.24492, 55827,  DA13,    29
44864.7315394,  0.29630, 55827,  DA13,    46
44865.4368634,  0.87525, 15992,  3E78,    45
44865.4487847,  0.63311, 15992,  3E78,    44
44865.6355440,  0.72904,  7482,  1D3A,     6
44865.8962847,  0.71030, 55827,  DA13,     5
44866.0082523,  0.02515, 36201,  8D69,     5
44866.4729514,  0.49958, 15992,  3E78,     3
44866.4731944,  0.08160, 15992,  3E78,     5
44866.4774769,  0.48883, 15992,  3E78,     6
44866.4777199,  0.06439, 15992,  3E78,    45
44866.5053009,  0.27559, 58119,  E307,     8
44866.5588773,  0.71047, 15992,  3E78,     5
44866.5598264,  0.95001, 15992,  3E78,    14
44866.5622106,  0.60228, 15992,  3E78,    14
44866.6353241,  0.62596, 14732,  398C,     5
44866.6394676,  0.82271, 49921,  C301,    46
44866.6409375,  0.89759, 49921,  C301,    46
44866.8118056,  0.78902, 49921,  C301,     9
44866.8122801,  0.71479, 49921,  C301,     5
44866.8323032,  0.25910, 52869,  CE85,    42
44867.2488542,  0.68870, 36201,  8D69,     7
44867.3786574,  0.96604,   105,    69,    46
44867.4400579,  0.80738, 28072,  6DA8,    12
44868.2591551,  0.73816, 53926,  D2A6,    46
44868.3142824,  0.49718, 55827,  DA13,     9
44868.3211921,  0.06984, 55827,  DA13,     4
44868.3211921,  0.07138, 55827,  DA13,     2
44868.3214236,  0.64219, 55827,  DA13,    14
44868.3216667,  0.21475, 55827,  DA13,    47
44868.3824884,  0.16068, 49921,  C301,    47
44868.3827199,  0.68803, 49921,  C301,     6
44868.3829630,  0.21173, 49921,  C301,    41
44868.3831944,  0.73747, 49921,  C301,    10
44868.3943634,  0.58048, 49921,  C301,    44
44868.4022569,  0.35309, 15424,  3C40,    57
44868.6935069,  0.13824, 55827,  DA13,    52
44868.7025231,  0.17234, 23779,  5CE3,    12
44868.7025231,  0.17325, 23779,  5CE3,     9
44868.7027546,  0.62788, 23779,  5CE3,    19
44868.7029977,  0.08222, 23779,  5CE3,    54
44868.7032292,  0.53392, 23779,  5CE3,    45
44868.7034606,  0.98546, 23779,  5CE3,    32
44868.7037037,  0.43768, 23779,  5CE3,     6
44868.7743634,  0.98541, 15992,  3E78,    16
44869.3279514,  0.22267, 35587,  8B03,    44
44869.3304051,  0.14493, 15992,  3E78,    18
44869.3308796,  0.27576, 15992,  3E78,     4
44869.3334028,  0.00497, 24347,  5F1B,     7
44869.3647454,  0.85528, 23779,  5CE3,     4
44869.3690046,  0.81753, 23779,  5CE3,     3
44869.3694792,  0.69854, 23779,  5CE3,     5
44869.3697222,  0.13670, 23779,  5CE3,    45
44869.3697222,  0.13752, 23779,  5CE3,    42
44869.6958565,  0.64754, 15992,  3E78,    41
44869.6963310,  0.71385, 15992,  3E78,    41
44869.6975231,  0.39362, 15992,  3E78,    45
44870.1318403,  0.19733, 60537,  EC79,     6
44870.4419097,  0.52704, 52869,  CE85,     5
44870.4431019,  0.32385, 55827,  DA13,    33
44870.4447569,  0.65059, 55827,  DA13,    10
44870.4704167,  0.33969, 25485,  638D,    46
44871.0810301,  0.93875, 30687,  77DF,     7
44871.2197222,  0.82891, 15992,  3E78,    44
44871.2385301,  0.82543, 60537,  EC79,    46
44871.3654282,  0.72628, 15992,  3E78,    45
44871.3659028,  0.42518, 15992,  3E78,     4
44871.3661343,  0.78002, 15992,  3E78,    19
44871.5125694,  0.02503, 23779,  5CE3,     9
44871.5128009,  0.24309, 23779,  5CE3,     3
44871.5781250,  0.01939, 42185,  A4C9,    45
44871.5783565,  0.25231, 42185,  A4C9,     7
44871.5888889,  0.61099, 42185,  A4C9,     6
44871.5891204,  0.83680, 42185,  A4C9,     7
44871.5893634,  0.05926, 42185,  A4C9,     7
44871.5917014,  0.25512, 42185,  A4C9,     6
44871.6308218,  0.08194, 60537,  EC79,    17
44871.6980440,  0.67773, 35587,  8B03,     7
44871.6986227,  0.07999, 15992,  3E78,     7
44871.7056713,  0.16665, 15992,  3E78,     3
44871.7080208,  0.42758, 15992,  3E78,    58
44871.7666319,  0.39177,  4735,  127F,     8
44871.8984375,  0.45537, 15992,  3E78,    46
44871.9059491,  0.30931, 15992,  3E78,    46
44871.9080556,  0.99479, 15992,  3E78,    12
44872.1070023,  0.42573, 17543,  4487,    46
44872.1470833,  0.59035, 15992,  3E78,    47
44872.1614120,  0.17940, 15992,  3E78,    37
44872.1790162,  0.96107, 15992,  3E78,     7
44872.1816088,  0.10363, 15992,  3E78,     6
44872.1820718,  0.67019, 15992,  3E78,     9
44872.1825463,  0.23385, 15992,  3E78,    43
44872.1834838,  0.36101, 15992,  3E78,     5
44872.1837153,  0.64871, 15992,  3E78,    39
44872.1851273,  0.37337, 15992,  3E78,     7
44872.1855903,  0.94828, 15992,  3E78,    13
44872.1865394,  0.07694, 15992,  3E78,    44
44872.1867708,  0.35697, 15992,  3E78,     5
44872.1870023,  0.63535, 15992,  3E78,     5
44872.1879398,  0.75794, 15992,  3E78,    42
44872.1881829,  0.04543, 15992,  3E78,     4
44872.1886458,  0.61987, 15992,  3E78,     3
44872.1888773,  0.90597, 15992,  3E78,    37
44872.1891204,  0.19399, 15992,  3E78,     4
44872.1893519,  0.47925, 15992,  3E78,     3
44872.1895833,  0.76401, 15992,  3E78,    45
44872.1898264,  0.05002, 15992,  3E78,     5
44872.1909954,  0.45424, 15992,  3E78,    11
44872.1914699,  0.02040, 15992,  3E78,    45
44872.1917014,  0.30225, 15992,  3E78,     4
44872.1968634,  0.56037, 15992,  3E78,     5
44872.1978009,  0.71839, 15992,  3E78,     6
44872.1985069,  0.60892, 15992,  3E78,     6
44872.2006250,  0.28025, 15992,  3E78,     5
44872.2032060,  0.46608, 15992,  3E78,    44
44872.2034375,  0.75364, 15992,  3E78,     4
44872.2046181,  0.20457, 15992,  3E78,    26
44872.2053241,  0.07286, 15992,  3E78,     7
44872.2057870,  0.65435, 15992,  3E78,     6
44872.2107176,  0.78808, 15992,  3E78,     6
44872.2123611,  0.82094, 15992,  3E78,     6
44872.2137731,  0.54986, 15992,  3E78,     8
44872.2142477,  0.12494, 15992,  3E78,    23
44872.2281019,  0.42849, 15992,  3E78,    46
44872.2283333,  0.71879, 15992,  3E78,     6
44872.2311574,  0.21451, 15992,  3E78,    11
44872.2316204,  0.79922, 15992,  3E78,     6
44872.2438426,  0.19255, 15992,  3E78,    46
44872.2656829,  0.13769, 15992,  3E78,    18
44872.2715509,  0.42967, 15992,  3E78,    42
44872.2727199,  0.88415, 15992,  3E78,    43
44872.2729630,  0.17606, 15992,  3E78,     5
44872.2760185,  0.11654, 15992,  3E78,     7
44872.2762500,  0.42720, 15992,  3E78,     7
44872.2767245,  0.03809, 15992,  3E78,     6
44872.2778935,  0.57844, 15992,  3E78,    34
44872.2781250,  0.88895, 15992,  3E78,     6
44872.2783681,  0.20076, 15992,  3E78,     6
44872.2790741,  0.15739, 15992,  3E78,    46
44872.2793056,  0.47481, 15992,  3E78,    24
44872.2795370,  0.79274, 15992,  3E78,     8
44872.2797801,  0.11153, 15992,  3E78,     5
44872.2807176,  0.39016, 15992,  3E78,    45
44872.2844792,  0.49905, 15992,  3E78,    45
44872.2851852,  0.46284, 15992,  3E78,     3
44872.2858912,  0.43202, 15992,  3E78,    45
44872.2861227,  0.75302, 15992,  3E78,     9
44872.2865972,  0.39489, 15992,  3E78,     6
44872.2880093,  0.36362, 15992,  3E78,     5
44872.2882407,  0.69897, 15992,  3E78,    45
44872.2896528,  0.74011, 15992,  3E78,     8
44872.2922454,  0.45247, 15992,  3E78,     8
44872.2936574,  0.45052, 15992,  3E78,    10
44872.3472338,  0.29359, 60537,  EC79,     7
44872.3486574,  0.18590, 60537,  EC79,     6
44872.4645486,  0.30753, 15992,  3E78,    42
44872.4645486,  0.30854, 15992,  3E78,    45
44872.4793403,  0.48688, 15992,  3E78,    42
44872.6568403,  0.63623, 15992,  3E78,     7
44872.6669329,  0.40423, 15992,  3E78,     7
44872.6861690,  0.22284, 36201,  8D69,    45
44872.9988310,  0.55771, 42185,  A4C9,     7
44872.9988310,  0.55857, 42185,  A4C9,     7
44872.9993056,  0.00902, 42185,  A4C9,    44
44872.9997685,  0.46209, 42185,  A4C9,     6
44873.0000000,  0.69302, 42185,  A4C9,     7
44873.0018750,  0.53443, 42185,  A4C9,    41
44873.0023380,  0.98726, 42185,  A4C9,     6
44873.0279282,  0.87487, 55827,  DA13,     6
44873.0339120,  0.52303, 17262,  436E,     7
44873.1089120,  0.25951, 17543,  4487,     6
44873.5087963,  0.54916, 49921,  C301,    10
44873.5095023,  0.55773, 49921,  C301,     5
44873.5203356,  0.36957, 49921,  C301,    30
44873.5205671,  0.71769, 49921,  C301,    12
44873.5205671,  0.71846, 49921,  C301,    10
44873.5208102,  0.06934, 49921,  C301,    10
44873.5217477,  0.44428, 49921,  C301,    46
44873.5217477,  0.44505, 49921,  C301,    42
44873.5219792,  0.78489, 49921,  C301,    10
44873.5240972,  0.84287, 49921,  C301,     7
44873.5252778,  0.55665, 49921,  C301,     9
44873.5259838,  0.59006, 49921,  C301,     8
44873.5479167,  0.82087, 60537,  EC79,    10
44873.5779977,  0.34555, 49921,  C301,    11
44873.5810532,  0.64694, 49921,  C301,    50
44873.5819907,  0.99830, 49921,  C301,    50
44873.6043866,  0.96527, 55827,  DA13,    42
44873.7067593,  0.61404, 49921,  C301,    55
44873.7069907,  0.93383, 49921,  C301,    45
44873.7072338,  0.26477, 49921,  C301,    21
44873.7928819,  0.31017, 49921,  C301,    11
44873.8847106,  0.89450, 49921,  C301,    41
44874.0362731,  0.46096, 17543,  4487,    13
44874.3979630,  0.10582,  7482,  1D3A,    12
44874.4279167,  0.77649, 15992,  3E78,    11
44874.4283912,  0.76336, 15992,  3E78,    11
44874.4727778,  0.16574, 23779,  5CE3,    20
44874.4898380,  0.58416, 24347,  5F1B,    49
44874.6948958,  0.67972, 15992,  3E78,    19
44874.6963194,  0.51086, 15992,  3E78,     8
44874.7209259,  0.81499, 49921,  C301,    44
44874.7337500,  0.97967, 15992,  3E78,    49
