Time, Fraction, Decimal ID, Hexadecimal ID, Power
44864.5996181,  0.70737, 42185,  A4C9,     6
44864.6057523,  0.29100, 42185,  A4C9,   642
44864.6059838,  0.66028, 42185,  A4C9,   501
44864.6062269,  0.02808, 42185,  A4C9,   323
44864.6071644,  0.49214, 42185,  A4C9,   312
44864.6512384,  0.13293, 42185,  A4C9,   226
44864.6677199,  0.89769, 42185,  A4C9,   220
44864.6696065,  0.71930, 42185,  A4C9,   214
44864.6698495,  0.07092, 42185,  A4C9,   271
44864.6719676,  0.22145, 42185,  A4C9,   233
44864.6853935,  0.21317, 42185,  A4C9,    13
44864.6860995,  0.25409, 42185,  A4C9,    13
44864.6995139,  0.85516, 42185,  A4C9,    15
44864.7004630,  0.22032, 42185,  A4C9,    52
44864.7016319,  0.93119, 42185,  A4C9,    53
44864.7089352,  0.47894, 42185,  A4C9,    17
44864.7710880,  0.90158, 42185,  A4C9,    16
44864.7757986,  0.74870, 42185,  A4C9,    12
44864.7772106,  0.81223, 42185,  A4C9,    51
44864.7781597,  0.18926, 42185,  A4C9,    16
44864.7788657,  0.21221, 42185,  A4C9,    13
44864.7849884,  0.13461, 42185,  A4C9,    13
44864.7887500,  0.63580, 42185,  A4C9,    15
44864.7934606,  0.41997, 42185,  A4C9,    12
44864.7976968,  0.56277, 42185,  A4C9,    52
44864.7981713,  0.23949, 42185,  A4C9,    52
44864.7986343,  0.91936, 42185,  A4C9,    53
44864.7988773,  0.25764, 42185,  A4C9,    14
44864.7993403,  0.94631, 42185,  A4C9,    53
44864.8007639,  0.00022, 42185,  A4C9,    13
44864.8009954,  0.34121, 42185,  A4C9,    52
44864.8017014,  0.36458, 42185,  A4C9,    48
44864.8186574,  0.11515, 42185,  A4C9,    11
44864.8261921,  0.19099, 42185,  A4C9,    53
44864.8285417,  0.66719, 42185,  A4C9,    52
44864.8299537,  0.75535, 42185,  A4C9,    13
44864.8393750,  0.68063, 42185,  A4C9,    12
44864.8398495,  0.37764, 42185,  A4C9,    54
44864.8509144,  0.70190, 42185,  A4C9,    56
44864.8518634,  0.09905, 42185,  A4C9,    53
44864.8563310,  0.71025, 42185,  A4C9,    15
44864.8565741,  0.05304, 42185,  A4C9,    16
44864.8626968,  0.09852, 42185,  A4C9,    55
44864.8631597,  0.78451, 42185,  A4C9,    53
44864.8699884,  0.87155, 42185,  A4C9,    55
44864.8716435,  0.32265, 42185,  A4C9,    18
44864.8721181,  0.01519, 42185,  A4C9,    15
44864.8728241,  0.06091, 42185,  A4C9,    54
44864.8761111,  0.96930, 42185,  A4C9,    16
44864.8772917,  0.72076, 42185,  A4C9,    14
44864.8779977,  0.77687, 42185,  A4C9,    55
44864.8787037,  0.83440, 42185,  A4C9,    14
44864.8789468,  0.18785, 42185,  A4C9,    54
44864.8794097,  0.89058, 42185,  A4C9,    25
44864.8798843,  0.59383, 42185,  A4C9,    15
44864.9013194,  0.60417, 42185,  A4C9,    55
44864.9074421,  0.76363, 42185,  A4C9,    53
44864.9081481,  0.82768, 42185,  A4C9,    12
44864.9093287,  0.60012, 42185,  A4C9,    15
44864.9095602,  0.95370, 42185,  A4C9,    14
44864.9098032,  0.31099, 42185,  A4C9,    13
44864.9102778,  0.02316, 42185,  A4C9,    20
44864.9105093,  0.37744, 42185,  A4C9,    53
44864.9109838,  0.08760, 42185,  A4C9,    51
44864.9112153,  0.44416, 42185,  A4C9,    14
44864.9116898,  0.16073, 42185,  A4C9,    13
44864.9260532,  0.90254, 42185,  A4C9,    55
44864.9265278,  0.60729, 42185,  A4C9,    16
44864.9319444,  0.81571, 42185,  A4C9,    14
44864.9321875,  0.16785, 42185,  A4C9,    32
44864.9364236,  0.61339, 42185,  A4C9,    55
44864.9366551,  0.97053, 42185,  A4C9,    56
44864.9373727,  0.05352, 42185,  A4C9,    53
44864.9376042,  0.41241, 42185,  A4C9,    38
44864.9397222,  0.64593, 42185,  A4C9,    15
44864.9406713,  0.07901, 42185,  A4C9,    55
44864.9409028,  0.43790, 42185,  A4C9,    54
44864.9411343,  0.79485, 42185,  A4C9,    55
44864.9413773,  0.15199, 42185,  A4C9,    52
44864.9423148,  0.59724, 42185,  A4C9,    48
44864.9434954,  0.40740, 42185,  A4C9,    54
44864.9446759,  0.20906, 42185,  A4C9,    16
44864.9453819,  0.27878, 42185,  A4C9,    12
44864.9460880,  0.36302, 42185,  A4C9,    13
44864.9465625,  0.09091, 42185,  A4C9,    20
44864.9470255,  0.81935, 42185,  A4C9,    16
44864.9475000,  0.54801, 42185,  A4C9,    29
44864.9482060,  0.64185, 42185,  A4C9,    55
44864.9484491,  0.00610, 42185,  A4C9,    55
44864.9486806,  0.37137, 42185,  A4C9,    54
44864.9491551,  0.09842, 42185,  A4C9,    54
44864.9505671,  0.27864, 42185,  A4C9,    13
44864.9510417,  0.00281, 42185,  A4C9,    16
44864.9519792,  0.44812, 42185,  A4C9,    15
44864.9578704,  0.55010, 42185,  A4C9,    16
44864.9604630,  0.57912, 42185,  A4C9,    16
44864.9889815,  0.82970, 42185,  A4C9,    71
44864.9894560,  0.56342, 42185,  A4C9,    54
44864.9896875,  0.93278, 42185,  A4C9,    18
44864.9906366,  0.39552, 42185,  A4C9,    15
44864.9908681,  0.76007, 42185,  A4C9,    16
44864.9913426,  0.49058, 42185,  A4C9,    54
44864.9925231,  0.33501, 42185,  A4C9,    14
44864.9927546,  0.70137, 42185,  A4C9,    17
44864.9929977,  0.06893, 42185,  A4C9,    52
44864.9932292,  0.43665, 42185,  A4C9,    56
44864.9934606,  0.80896, 42185,  A4C9,    54
44864.9962963,  0.28382, 42185,  A4C9,    55
44864.9979398,  0.90765, 42185,  A4C9,    54
44864.9981829,  0.28101, 42185,  A4C9,    53
44864.9995949,  0.53601, 42185,  A4C9,    56
44865.0007755,  0.42441, 42185,  A4C9,    16
44865.0012500,  0.17990, 42185,  A4C9,    52
44865.0019560,  0.30950, 42185,  A4C9,    53
44865.0092593,  0.98831, 42185,  A4C9,    49
44865.0163426,  0.32018, 42185,  A4C9,    43
44865.0205903,  0.18053, 42185,  A4C9,    55
44865.0288426,  0.38023, 42185,  A4C9,    24
44865.0295486,  0.49867, 42185,  A4C9,    56
44865.0300231,  0.24444, 42185,  A4C9,    14
44865.0314352,  0.49492, 42185,  A4C9,    54
44865.0335532,  0.83971, 42185,  A4C9,    55
44865.0345023,  0.34226, 42185,  A4C9,    54
44865.0349769,  0.09614, 42185,  A4C9,    16
44865.0361458,  0.97958, 42185,  A4C9,    17
44865.0368634,  0.10922, 42185,  A4C9,    47
44865.0406366,  0.12768, 42185,  A4C9,    55
44865.0420486,  0.38318, 42185,  A4C9,    43
44865.0425231,  0.13289, 42185,  A4C9,    13
44865.0427546,  0.50865, 42185,  A4C9,    15
44865.0429861,  0.88602, 42185,  A4C9,    55
44865.0503009,  0.62095, 42185,  A4C9,    45
44865.0514815,  0.50637, 42185,  A4C9,    15
44865.0519560,  0.27048, 42185,  A4C9,    32
