"Date and Time (UTC)","Receiver","Transmitter","Transmitter Name","Transmitter Serial","Sensor Value","Sensor Unit","Station Name","Latitude","Longitude"
2018-07-15 17:37:49,"VR2W-132373","A69-9006-15757",NA,1276056,18.1919,"m",NA,NA,NA
2018-07-15 17:39:36,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 17:41:45,"VR2W-132373","A69-9006-15757",NA,1276056,17.8887,"m",NA,NA,NA
2018-07-15 17:43:16,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 17:44:54,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 17:46:42,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 17:48:55,"VR2W-132373","A69-9006-15757",NA,1276056,19.1015,"m",NA,NA,NA
2018-07-15 19:24:03,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 19:25:45,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 19:27:46,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 21:11:35,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 21:20:53,"VR2W-132373","A69-9006-15757",NA,1276056,18.7983,"m",NA,NA,NA
2018-07-15 21:22:20,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 21:31:41,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 21:33:57,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 21:39:15,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 21:40:41,"VR2W-132373","A69-9006-15757",NA,1276056,17.8887,"m",NA,NA,NA
2018-07-15 21:46:26,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 21:49:25,"VR2W-132373","A69-9006-15757",NA,1276056,18.1919,"m",NA,NA,NA
2018-07-15 21:51:03,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 21:52:52,"VR2W-132373","A69-9006-15757",NA,1276056,16.6759,"m",NA,NA,NA
2018-07-15 21:55:04,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 21:56:42,"VR2W-132373","A69-9006-15757",NA,1276056,16.9791,"m",NA,NA,NA
2018-07-15 21:58:35,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 22:00:53,"VR2W-132373","A69-9006-15757",NA,1276056,18.1919,"m",NA,NA,NA
2018-07-15 22:02:46,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 22:05:04,"VR2W-132373","A69-9006-15757",NA,1276056,18.1919,"m",NA,NA,NA
2018-07-15 22:06:56,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 22:11:05,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 22:13:21,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 22:15:06,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 22:17:12,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 22:18:39,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 22:21:33,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 22:23:00,"VR2W-132373","A69-9006-15757",NA,1276056,18.1919,"m",NA,NA,NA
2018-07-15 22:26:11,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 22:30:18,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 22:34:11,"VR2W-132373","A69-9006-15757",NA,1276056,18.1919,"m",NA,NA,NA
2018-07-15 23:27:40,"VR2W-132373","A69-9006-15756",NA,1276056,4.8847,"°C",NA,NA,NA
2018-07-15 23:29:45,"VR2W-132373","A69-9006-15757",NA,1276056,18.1919,"m",NA,NA,NA
2018-07-15 23:35:11,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 23:37:50,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 23:40:23,"VR2W-132373","A69-9006-15757",NA,1276056,17.5855,"m",NA,NA,NA
2018-07-15 23:47:01,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 23:49:05,"VR2W-132373","A69-9006-15757",NA,1276056,18.4951,"m",NA,NA,NA
2018-07-15 23:51:45,"VR2W-132373","A69-9006-15756",NA,1276056,4.7278,"°C",NA,NA,NA
2018-07-15 23:54:19,"VR2W-132373","A69-9006-15757",NA,1276056,17.5855,"m",NA,NA,NA
2018-07-15 23:56:42,"VR2W-132373","A69-9006-15756",NA,1276056,4.8847,"°C",NA,NA,NA
2018-07-15 23:58:42,"VR2W-132373","A69-9006-15757",NA,1276056,16.9791,"m",NA,NA,NA
2018-07-16 00:01:19,"VR2W-132373","A69-9006-15756",NA,1276056,4.8847,"°C",NA,NA,NA
2018-07-16 00:03:46,"VR2W-132373","A69-9006-15757",NA,1276056,16.9791,"m",NA,NA,NA
2018-07-16 00:07:31,"VR2W-132373","A69-9006-15757",NA,1276056,17.5855,"m",NA,NA,NA
2018-07-16 00:11:18,"VR2W-132373","A69-9006-15757",NA,1276056,16.0695,"m",NA,NA,NA
2018-07-16 00:29:17,"VR2W-132373","A69-9006-15756",NA,1276056,4.8847,"°C",NA,NA,NA
